RegionName,SizeRank,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03
Oklahoma,27,56400,56400,56500,56500,56500,56700,56800,57000,57300,57500,57500,57700,58000,58300,58500,58900,59100,59300,59600,59800,60000,60300,60600,60900,61200,61500,61900,61900,62000,62200,62500,62800,63200,63400,63500,63800,64100,64200,64400,64600,64900,65000,65300,65600,65900,66100,66400,66600,66900,67100,67300,67600,68000,68200,68500,68600,68700,69200,69600,69700,69900,70100,70300,70600,71000,71100,71100,71200,71300,71300,71500,71800,72000,72100,72300,72400,72500,72800,72900,73100,73400,73800,74000,74100,74200,74600,75000,75200,75500,75500,75600,76000,76200,76200,76400,76800,77300,77500,77600,77800,78100,78600,79000,79100,79200,79400,79600,79900,80200,80400,80800,81200,81500,81700,82000,82500,82900,83000,83200,83400,83400,83500,83700,83900,84100,84300,84500,84700,84500,84300,84100,84400,84600,84800,85000,85200,85300,85600,85800,86000,86000,85800,85800,86000,86300,86500,86700,86700,86700,86700,86600,86600,86800,87300,87900,88300,88500,88600,88800,89000,89200,89300,89500,89400,90700,92900,93900,93300,93400,93500,93600,93700,94000,94400,94800,95100,94900,94600,94400,94400,94500,94700,94700,94400,94300,94100,94000,94000,93900,93700,93500,93500,93500,93600,93600,93700,93700,93800,93900,94100,94300,94200,94200,94400,94500,94700,95100,95500,95600,95500,95500,95600,95500,95200,95000,95400,95800,95900,95900,96100,96500,96600,96800,97200,97500,97700,98300,99100,100100,101300,102600,103800,105100,106700,108000,109000,109500,109800,110300,110900,111400,111700,111800,112000,112200,112500,113100,113600,114000,114400,115200,115700
Connecticut,28,132000,132400,132700,132900,133100,133200,133100,133200,133500,134000,134600,135100,135300,135600,135900,136100,136400,136700,137100,137600,138200,139000,139800,140700,141200,141300,141400,141500,141800,142100,142400,143100,144000,145000,145900,146800,147600,148500,149500,150500,151200,152300,153500,154600,155500,157000,158700,159900,160700,161800,163100,164500,165500,166400,167200,168400,169500,170700,172200,173700,175100,176300,177400,178600,180200,182000,183800,185300,186900,188500,189900,191300,193100,195300,197400,199900,202400,204500,206600,209100,211500,213800,216100,218400,220600,222400,224200,226000,227700,229500,231500,233500,235400,237300,239200,241400,244000,247000,250200,253200,256200,259200,261900,264300,266500,268700,271000,273100,275100,277200,279200,281200,283400,285400,287100,289000,290500,291300,291800,292600,293100,293400,293400,293300,293000,292900,292900,292800,292500,292100,292400,292900,293000,292700,292000,291100,290400,289600,288800,288000,286500,284300,282200,280800,279500,278300,276800,275300,273900,272800,271600,270000,267900,266200,264700,263000,261200,259400,257800,256600,255900,255600,255300,254600,255500,257500,257600,256100,255500,254600,253400,252300,251200,250100,248600,246900,245300,244500,244200,243500,242000,241500,241800,241500,240300,238500,236700,235800,235000,233700,232900,232500,232100,231600,231200,231400,231400,231300,231500,232300,233200,233700,234100,234800,235600,235900,236200,236700,237400,237900,238500,239200,239200,239100,239300,239500,239800,240700,241400,241200,240600,240200,239800,239500,239000,238600,238400,238600,238700,239000,239300,239400,239400,239400,239000,238600,238500,238400,238300,238700,239400,239900,240100,240200,240800,241700,242600,243100,243300,243500,243800,244500
Iowa,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115900,117000,117600,119400,118500,115100,113200,113600,113500,113100,113100,113100,113000,112800,112800,112700,112700,112300,111900,111600,111000,110300,110200,110300,110200,110200,110200,110200,110400,110600,110800,111300,111300,111100,111000,111600,112400,112800,113100,113200,113500,113500,113400,113600,113800,113800,113800,114200,114500,114800,115000,115100,115300,115500,115900,116400,116300,115900,116100,116800,117300,117500,117500,117700,117900,118200,118600,118600,118600,119300,120200,120600,121000,121300,121600,122200,123000,123200,123300,124000,124600,124800,125000,125200,125300,125500,125900,126200,126700,127000,126500,125900
Mississippi,30,64200,64200,64400,64600,65000,65500,65600,65500,65400,65200,65000,65100,65300,65600,65900,66100,66500,67000,67700,68200,68600,68700,68900,69400,70000,70400,70900,71600,72000,72100,72100,71900,72000,72300,72800,73200,73400,73400,73200,73000,73000,73200,73500,73500,73400,73400,73800,74100,73800,73500,73600,74000,74000,73700,73500,73600,73800,74500,75000,75400,75600,75900,76200,76400,76600,76700,76800,76900,77100,77200,77100,76900,76900,77100,76900,76700,76400,76500,76700,77000,77000,77200,77700,78100,78400,78700,79200,80000,80600,80800,80700,80700,81200,81700,81800,82000,82400,82700,83000,83100,83300,83800,84300,84700,85100,84800,84300,84000,84000,84100,84000,83800,83900,84100,84600,85400,85800,85800,85900,86700,87700,88300,88900,89600,90100,90400,91100,91800,92500,93700,94900,95200,95400,95800,96300,96700,97100,97200,97100,97000,97300,98100,98700,99000,99100,99500,100000,100900,102800,105400,107700,109900,112300,114800,117100,119200,121600,124000,126100,127100,127000,126800,126400,125700,123600,120900,119400,119300,118800,117700,116400,115400,114500,113500,112600,111800,111600,111400,111200,110800,110500,110300,110300,110500,110400,110100,109900,109600,109300,109100,108600,107900,107500,107200,107000,106900,107000,107000,107000,107000,107300,107600,107600,107400,107400,107400,107400,107500,107400,107200,107300,107600,107800,108000,108200,108300,108400,108400,108300,108100,108000,108000,107900,108000,108200,108100,108100,108300,108400,108500,108700,108700,108800,109200,109200,109200,109200,109600,109900,109900,109900,109900,110000,110500,111100,111400,111600,111800,111900,112000,112100,112300
Arkansas,31,64400,64400,64400,64300,64100,64100,64300,64500,64700,65000,65300,65800,66500,66900,67000,67100,67200,67400,67700,67900,68200,68300,68400,68700,69000,68900,69000,69200,69400,69500,69700,69800,69900,69700,69700,69700,69700,69800,69700,69900,70200,70500,70500,70600,70900,71100,71300,71600,71600,71900,72200,72500,72800,73100,73400,73600,73700,74200,74700,74900,75200,75600,75900,76100,76200,76100,76100,76100,76100,76000,76200,76400,76700,76700,76800,77200,77700,78200,78600,79000,79300,79600,79900,80400,80800,81500,82000,82200,82500,83100,83500,83900,84600,85200,85500,85800,86300,86700,87200,87700,88200,88700,89200,89600,90000,90700,91600,92400,92900,93600,94200,94900,95500,96100,96700,97500,98100,98600,98800,99000,99300,99700,100100,100400,100800,101200,101600,101900,102100,102300,102500,102900,103300,103800,104300,104800,105100,105200,105300,105700,105800,105500,105400,105300,105100,104900,104900,104800,104700,104400,104200,103900,104000,104400,105000,105200,105300,105300,105200,105400,105600,105800,105800,105800,105700,105600,105400,105200,105400,105500,105200,105000,104800,104400,104200,104200,104300,104400,104500,104300,103900,103500,103300,102900,102500,102500,102400,102300,102300,102100,102000,102300,102600,102700,102900,103100,103300,103800,104300,104500,104700,105000,105200,105500,105800,106200,106500,106600,106900,107100,107200,107200,107300,107200,107300,107600,107800,107900,108000,108200,108300,108200,108300,108300,108100,108000,108000,108000,108200,108700,109400,110100,110400,110700,111000,111500,111800,111900,111900,111900,112100,112500,112800,113100,113600,114200,114900,115700,116400,117200,118300,119200
Kansas,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107200,109600,111200,113000,115100,117000,117700,118500,120000,121600,122000,121900,121800,121700,121400,121600,120700,118600,116800,116400,116200,115900,115500,115500,115600,115600,115500,115200,115100,114700,113700,112900,112500,111900,111300,111400,111800,111700,111400,111600,112000,112400,112100,111700,111400,111100,110900,110900,111000,111200,111200,111100,110900,110700,110200,110000,110000,109700,109600,109800,110200,110600,110800,111000,111500,112100,112100,111600,111500,111800,112500,113000,113100,113300,113600,113500,113400,113500,113600,113600,114000,114600,115100,115500,116100,116700,117200,117500,117900,118600,119000,119300,119900,120200,120200,120500,121000,121200,121700,122500,123300,124100,124500,124700
Utah,33,126400,126500,126800,127400,128300,129200,130000,130800,131800,132700,133400,134200,135200,136100,136700,137400,138400,139100,139500,139900,140100,140400,140900,141500,141800,142000,142200,142400,142800,143200,143600,144200,144800,145200,145500,146200,147100,147700,148200,148900,149100,149500,150900,152700,153800,154200,154700,155400,155900,156500,157100,157400,157800,158700,159400,160000,160900,161800,162100,162300,162700,163000,163100,163200,163300,163600,163900,163900,164000,164400,164900,165000,165000,164800,165100,165600,166100,166200,165700,165200,165100,165400,165400,165300,165200,165000,164900,164900,164600,164400,164400,164300,164300,164500,165000,165400,166000,166900,167800,168400,168900,169200,169400,169900,170600,171300,172200,173500,174900,176500,178100,179900,181800,183600,185400,187100,189100,191500,194100,196700,199600,202800,206100,209700,213500,217800,222300,225800,229600,234200,238300,241500,244600,246800,248500,250000,251600,253200,254600,256100,258100,259700,259500,257700,256000,254600,253500,252500,251700,251000,250200,249200,249200,250000,249800,248400,247300,246400,244500,241600,238400,235000,231900,230900,223700,212600,206200,206000,204700,203100,201300,199600,197200,194500,192300,190500,189800,189600,188900,187500,186400,185100,183900,182600,181600,180700,179700,178200,177800,178400,178600,178000,177500,177200,177000,176800,177000,177800,178700,179300,180700,182600,183900,184600,185200,186500,189000,192300,195000,197100,198700,199800,201600,203500,204600,204900,205500,206100,206700,207400,208000,208100,208200,208200,208700,209600,210400,211000,211800,212700,213700,214900,216000,217200,218600,220100,221700,223500,225100,226400,227900,229300,230600,232200,234600,236800,238300,239400,240800,242500,244200,246000
Nevada,34,127300,126800,126200,125900,125800,125800,126100,126400,126800,127200,127700,128300,128700,128900,129000,129300,129500,129800,130000,130200,130400,131100,131600,131500,131400,131700,132200,132700,133000,133400,133800,133700,133500,133500,133700,134000,134300,134500,134900,134900,135000,135300,135800,136400,137200,138100,138900,139300,139500,139900,140400,140800,141400,142100,142600,143200,144000,144800,145500,146300,147000,147600,148100,148900,149600,150400,151300,152700,153900,155000,155800,156500,157300,158100,158600,159200,160100,161000,162000,163300,164900,166500,168000,169400,170800,171900,173300,174900,177000,179500,182500,186000,190100,194700,200400,207300,215600,225300,235900,245500,253900,261100,267300,271900,275000,277200,279500,282400,285300,287800,289900,292500,295600,298200,300500,302900,305600,307700,309200,310200,310700,310400,309600,308700,307500,306000,304600,303000,301300,299800,298200,295700,293300,291000,288900,286900,284700,281700,278400,274800,270500,265900,260900,255700,250100,244400,238700,233300,227600,222300,216800,210400,204700,200900,196900,191800,186300,180700,174600,168600,163900,160400,157400,155200,152800,150100,148200,147400,146500,145400,144100,142700,141400,140400,139400,138900,138200,136800,134600,132600,130900,129400,127900,126500,125300,124300,123500,122900,122800,123200,123800,124300,125000,126000,127600,129500,131200,132700,134100,135800,138000,140600,143500,146400,149300,152600,156700,160800,164400,167800,170800,173400,175400,176800,178100,179700,181200,182900,184300,185200,186000,187200,187900,188900,190700,192200,193400,194800,196500,198300,200200,202100,203900,205700,207700,209300,210300,211200,212500,214000,215900,217200,219200,222000,224200,225300,226600,227900,229200,230500,231900,233700
New Mexico,35,118400,116400,115400,115700,117500,118600,118500,118700,118500,118100,118200,118900,120000,120300,120000,119700,119600,119800,120600,120900,120400,120000,120100,121300,123100,124300,124200,123800,124200,123900,122500,121400,122000,122600,123600,125400,128300,130000,130900,131700,132200,133600,134900,135500,136100,137400,137500,136600,133600,131500,132300,133200,132900,132700,132300,132000,132100,132600,133100,133700,134900,138100,141400,143200,144100,145100,145400,145400,145400,145600,145900,146300,147100,147600,147200,147700,149700,151300,151600,151200,150600,150600,151200,151900,152300,152500,152600,151300,150300,149800,149500,150200,153000,155300,156300,157300,158800,160000,160300,159600,159100,158400,160100,163100,165300,166000,168000,170100,172200,174300,176800,179100,178800,179600,183000,185800,187000,186800,184100,180700,177800,174900,174200,176900,181000,183700,185000,185700,185800,186900,188500,190800,192800,193000,193000,193100,192300,191200,190100,188600,188100,188400,188500,188000,187800,187500,186800,186100,186900,188200,188800,189100,190200,192100,193600,194400,195100,196300,196200,195700,194600,192400,190100,189800,185800,179800,177000,177400,176600,175900,175100,173800,172600,171600,170100,168200,167400,167300,166700,165500,164700,164200,163600,162600,161800,161400,160700,159700,159300,159100,158700,158000,157600,157300,157100,157100,157100,157400,157500,157300,157300,157600,157600,157300,157200,157200,157200,157200,157300,157300,157200,157100,157500,157900,158000,157900,158000,158300,158600,158900,159200,159300,159200,159300,159800,160500,160900,160900,161000,161300,161700,162200,162400,162500,162500,162300,162500,163200,163600,163700,164000,164400,165100,165700,165800,166300,167900,169700,170900,172000,172900,173400
West Virginia,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90300,90600,91200,92100,92700,92500,92100,92000,92100,92200,92400,93300,94200,94400,94400,95000,94700,93000,91400,90900,90300,90100,90500,90900,90800,90800,91000,91100,90700,89700,88900,88800,88900,89000,89200,89500,90100,90600,91000,91500,91500,91000,90500,90700,90800,90800,90900,91200,91700,92200,92500,92800,92600,92100,91800,92100,92500,92900,93200,93700,93900,94200,94400,94700,94400,93600,93100,93400,93900,94400,94800,95200,95700,96300,96600,96700,96600,96300,96100,96600,97200,97500,97900,98500,99200,99900,100400,100800,100900,100900,101100,100900
Nebraska,37,82200,82500,82600,82800,83100,83400,83700,83900,84100,84400,84700,85100,85800,86500,86900,87200,87400,87700,88100,88500,88800,89300,89800,90000,90000,90100,90200,90900,91900,92500,93000,93500,93900,94700,95700,96400,96800,97300,98000,98600,98900,98900,98800,99100,99500,100000,100300,100900,101600,102400,103100,103800,104800,105400,105800,106300,106800,107200,107500,107500,107300,107200,107100,106900,106300,106300,106700,107000,107300,107800,108200,108400,108500,108300,108000,108200,108700,109200,109700,110100,110400,110400,110600,110900,111300,112100,113000,113500,113400,113700,114200,114500,114600,115000,115600,116200,116500,116900,117100,117300,117700,118300,118500,118900,119400,119500,119600,120200,121100,121600,121900,122100,122300,122400,122600,123100,123700,124000,124100,124200,124200,124200,124500,124600,124700,124700,124500,124300,124100,124000,124200,124400,124700,125000,125200,125200,125300,125700,126200,126100,125600,125100,124600,124100,123600,123000,122700,123000,123600,123800,123800,123700,123100,122100,121400,121000,120800,120500,120400,120200,120100,120400,121100,121600,122700,124300,125100,124700,124000,123400,123200,123500,123300,121800,120000,118700,118200,118400,118900,119200,120200,121300,121700,121200,120600,119900,119500,119800,120100,120200,120100,120100,120000,120100,120400,120900,121400,122000,122500,122700,122800,123000,123100,123400,123700,124000,124400,124700,124800,125100,125500,125900,126000,126200,126500,126800,126900,127000,127200,127400,128100,128800,129300,129700,130000,130000,130400,131300,132300,132900,133200,133700,134400,135300,136100,136600,136900,137200,137500,138300,139200,139700,140100,140400,140800,141800,143200,144700,145900,146600,147200,147900
Idaho,38,109300,109400,109500,109300,108900,108900,108900,108900,109000,109500,109900,110500,111000,110900,110400,110400,110700,111100,111700,112300,112300,111800,111300,110800,110400,110100,109900,110000,110600,110800,110300,109800,110000,110500,111000,111200,111400,111700,111700,111600,111500,111700,112100,112600,112600,112400,112400,112800,113300,113800,114200,114600,114900,115200,115700,116300,116500,116700,117000,117300,117300,117400,118200,119300,119900,120100,120200,120500,121200,121900,122400,122700,123000,123100,123400,124000,124500,124500,124700,125100,125500,125800,126100,126500,127000,127800,127900,127100,126500,126900,127500,127500,127200,127300,127900,128400,128700,128800,129100,129500,130300,131200,132000,133000,134600,136200,137500,138700,140200,141700,143200,144900,147200,149600,152000,154700,158200,162100,165800,169500,173800,177900,181900,185500,188200,189900,191000,191200,191600,192200,192200,191900,192000,192600,193400,194100,194300,194700,195700,196700,196600,196000,195400,194700,193400,192200,191300,189900,188400,187100,185900,184400,183400,182900,182200,180800,179300,177600,175800,174900,174200,172700,170700,170300,167300,162300,159200,158800,157700,156200,154600,153000,152000,151300,150500,149300,148700,148700,148100,146900,145900,144800,143600,142500,141500,140500,139800,139200,139200,139600,139600,139100,139000,139300,139800,140200,140600,141300,142000,142700,143700,144700,145700,146500,147500,148600,149900,151100,152100,153000,153800,154400,155100,155800,156200,156500,157000,157600,158300,158800,159000,158900,158900,159200,159800,160800,161600,162200,162700,163300,164200,165100,165700,166300,166900,167200,167800,168900,170100,171200,172500,174000,175400,176600,178000,179300,180400,181100,182000,183100,184400,185800
Hawaii,39,227400,224900,223400,221800,220400,219500,219200,218900,218600,218300,218000,217600,216900,216100,215400,215200,215300,215400,214900,213800,212600,211800,211600,211400,210900,210100,209900,210200,210200,209700,209300,208900,209300,210200,211100,211900,213000,213500,213000,211900,210900,210200,210000,209900,209800,210200,211100,212200,213600,214900,216200,217800,220100,222400,224000,225600,227100,228000,228600,229600,231400,233800,236000,237500,238500,239400,240500,241900,243100,244600,246500,248500,249600,251200,253400,255700,258300,261900,265800,269800,274300,278700,282500,286100,290100,294400,298700,303200,307700,312000,316600,321800,327200,332600,337900,343900,351000,358700,367200,375900,384400,392900,401500,410200,419000,428100,437400,446200,454500,462400,470600,480400,490300,498800,506900,513900,519900,526000,532200,537600,542400,544700,545400,545600,545800,545500,545200,545200,544700,543700,543300,543500,543300,542800,542000,540900,540000,538900,537200,534800,531800,528400,524300,519800,516200,513500,510600,506500,502000,496900,491600,486400,483000,481300,478800,473600,468100,463300,459100,455000,451600,449500,448000,446900,444500,441500,439500,439700,440000,440800,441300,440300,438100,436200,435100,434800,435200,434700,433200,431700,430600,429100,426900,425300,424800,424200,423400,423100,422800,423100,424600,427400,429700,431000,432800,434900,436800,438500,439700,440200,441600,443900,446400,448600,451400,455300,460200,464700,469700,474600,479500,484100,487700,490500,492600,493700,494800,496100,498400,502900,508200,512300,515900,518700,521500,524300,526800,529000,532800,536400,538400,540000,542700,545300,547600,550600,554400,557800,559600,559700,560800,564200,568300,570200,570900,573200,577100,581600,584500,586300,590600,598800
Maine,40,87400,87200,87200,87400,87600,87700,88000,88200,88200,88400,88700,88900,89200,89800,90200,90500,90800,91300,92100,93200,93800,94200,95000,96200,97700,98600,99000,99500,99900,100200,100700,101100,101900,102800,103600,104600,105600,106600,107900,109100,110300,111300,112200,113500,114900,115800,116600,117500,118300,119500,120900,122600,125400,127800,128000,126800,126800,127900,129300,130700,132300,134200,136400,138500,139600,141700,144900,147900,149700,151700,153400,154700,155000,155000,155500,156700,158000,158800,159700,160700,162300,164200,166300,168300,171200,174100,176000,176800,177400,177700,179100,181800,184500,186400,188400,190300,191600,192700,193900,195500,197300,199400,201100,203100,205900,208500,209800,210100,210700,211400,212500,213400,214400,215700,217400,218200,218600,219300,220600,220700,220800,221500,222000,220300,218200,216600,215900,214900,213800,212500,211500,210600,210800,211900,212500,212400,212400,213100,213800,214000,213800,213400,211000,212100,212600,208900,204300,205700,207700,207600,204700,201900,198300,195700,194400,192100,189700,188300,187400,186500,185700,183900,182000,181200,179600,176900,175300,175100,175700,176800,178100,178300,178000,177500,177300,176500,176200,176500,177600,178200,177500,176200,176200,176800,177200,178000,179400,180700,181400,181700,181700,181300,180400,180700,180000,175700,170600,166800,163400,160500,159000,157800,155100,151000,148000,145800,142900,140300,139100,139400,140600,142000,143100,144300,145600,146900,148500,150500,152700,155000,157400,159400,160900,162200,164100,166300,168400,170300,172400,174400,176700,179000,180600,180700,180500,180600,180600,180200,179700,179300,179400,179800,179700,178600,177700,177900,178500,178600,179300,180400,181500,182800
New Hampshire,41,97000,97300,97500,97900,98200,98500,98700,98800,98900,99500,100200,100400,100400,100900,101600,102400,103000,103700,104500,105700,106500,107400,108300,109200,109800,110400,111200,112200,113000,113600,113800,114200,114700,115400,116100,116700,117600,118700,119800,120600,121700,123100,124400,125700,127400,129500,131800,133500,134800,136000,137200,138500,140000,141500,142900,144700,147100,149300,151200,152900,154500,155800,157000,159000,161200,162900,164700,166600,168000,169200,170700,172400,174400,176200,177900,179700,182200,185100,187800,189900,191900,194000,195700,197400,199600,202000,204300,206400,207900,209800,212200,214400,216100,217800,219800,222200,224500,227100,229800,231500,232300,233200,234500,236300,238200,240100,242000,243600,245000,246800,248200,249400,250900,252300,253200,253700,253800,254200,254900,255500,255500,255200,254500,253800,253100,252300,251500,250600,249600,248900,248700,248500,248300,247900,247200,246400,245500,244300,243100,242100,240900,239300,237700,236200,234500,232500,230700,229000,227300,225600,224000,222900,221100,219000,217100,215700,214300,213100,211700,210700,209800,209000,208500,208100,209100,210500,210400,209200,208600,208200,207900,207400,207200,207100,206000,204400,202900,201600,200800,200800,200400,199600,199300,199900,200600,200300,199700,199600,199700,199400,198600,197600,196800,196600,196700,197000,196900,197100,197800,198600,198700,199100,199800,200300,200800,202000,203500,204300,204900,205700,206600,207100,207900,208800,209500,209700,210400,211300,212300,212900,213400,213900,214600,215000,215100,215700,217200,219100,220300,221000,221700,222200,222800,223300,223800,224700,225600,226100,226800,228100,229600,230900,231500,231700,232400,233800,235500,237200,238400,239400,241000,242800
Rhode Island,42,113600,114000,114100,114000,113700,113400,113200,113000,113200,113800,114400,114700,114900,114800,114300,114200,114300,114300,114600,115100,115400,115800,116400,116800,116900,117100,117400,117400,117300,117500,117900,118200,118600,119100,119800,120400,121000,121600,122300,123000,124000,124800,125200,126100,127500,129100,131100,133200,134500,135300,136200,137100,138200,139800,141300,142700,144000,145400,146700,148000,149500,151100,152700,154700,156900,159100,161300,163200,165000,167300,169500,171400,173800,176900,180300,183600,186900,190300,193800,197300,200700,203600,206600,209600,212900,216800,220700,224400,228100,231600,235000,238100,241100,244200,247200,250000,252800,255800,259100,262300,265300,268000,270900,274100,277200,279600,282100,284800,287100,288200,288700,289400,290300,291200,292300,293000,293200,292600,291900,291800,292500,293300,293300,292700,291700,290600,289500,288300,287100,285800,284600,283500,282300,280800,279300,278000,276700,274900,273200,271700,270000,267900,265200,261600,257300,253400,250200,247600,244900,242100,238900,235500,233300,233000,233100,232400,231500,230600,229800,229300,229200,229100,229000,228700,228600,228600,228500,228200,228400,228300,227300,225800,224400,223200,222000,220900,220000,219400,219100,218900,218200,216800,215400,213800,212500,212000,211600,210400,208400,206400,205300,204800,204100,203700,204200,205200,205500,205400,205900,207700,209100,209800,209800,209800,210100,211000,212100,212900,213200,213400,213600,213800,214200,214100,213800,214200,215700,217500,219000,220000,220400,219800,219200,219600,220600,220900,220700,221000,221900,223100,224700,226100,227600,229300,230900,232000,232900,234000,235300,236400,237100,237400,237500,238100,239700,241900,244000,245700,247000,248000,249100,250200
Montana,43,,,,,,,,,,,,,,,,,,,,,,96400,96200,96400,96000,95100,94400,93900,93700,93700,93700,93600,94000,94600,94700,94600,95100,96000,96900,97300,97300,97700,98200,98400,98600,99200,99600,99700,99900,100000,99900,99900,100200,100500,100500,100700,101000,101200,101800,102500,103100,103600,103900,104000,104000,104200,104800,105800,107100,108100,108800,109200,109600,110100,110400,110600,110800,110800,110700,110900,111400,112100,112800,113700,114500,115300,116600,118400,119900,121200,122100,122900,123900,125200,126700,128400,129600,130200,130900,132100,133600,134900,136200,137300,138300,139300,140400,141100,142000,143300,144800,146200,147300,148300,149600,150800,152100,153400,154000,154500,155700,156900,157700,158200,159000,160000,161100,162000,163400,165300,166400,166700,167100,168100,168900,169400,169600,170100,171000,171900,173300,175000,175900,176000,176100,176200,176100,176400,178100,181000,183800,186600,190700,195500,199400,201900,204400,206600,209600,212500,213600,212100,209500,207800,198500,185300,179100,180100,179700,179300,178400,177500,176800,176200,175600,175100,176000,177500,177700,176900,176400,175800,175000,173900,172700,171800,171400,170600,170800,171700,171900,171100,170700,170500,170400,170100,169900,170000,170000,169900,170700,172100,172800,172900,173100,173300,173500,173700,174000,174000,174200,174300,175200,176600,177500,177300,177100,177200,177500,177800,178200,178600,179100,179600,180500,181700,182400,182700,183000,183200,183200,183400,183600,183800,184100,184700,186000,187500,188500,188900,189100,189100,189800,190800,191800,192800,194000,195100,196600,198400,199500,200100
